name,cv_f1_micro,cv_f1_macro,test_f1_micro,test_f1_macro,minutes,thr
logreg_C2,0.8878632953276432,0.8801812049045147,0.868505452212957,0.8551644356294635,0.2,"[0.4600000000000001, 0.4600000000000001, 0.5100000000000001, 0.4100000000000001]"
ridge_a1,0.8916950500404011,0.8831983884127957,0.8769334229993275,0.8489973417738864,0.05,"[0.4100000000000001, 0.38000000000000006, 0.5100000000000001, 0.49000000000000005]"
